state,abbreviation,area (sq. mi),date,dataQualityGrade,death,hospitalized,positive,negative,recovered,totalTestResults
Alabama,AL,52423,12/18/20,A,4296.0,30224.0,315683.0,1507204.0,183625.0,1764750.0
Alabama,AL,52423,12/17/20,A,4254.0,29559.0,310335.0,1499349.0,183625.0,1752713.0
Alabama,AL,52423,12/16/20,A,4198.0,29559.0,305640.0,1491279.0,183625.0,1741128.0
Alabama,AL,52423,12/15/20,A,4124.0,29259.0,301533.0,1485182.0,174805.0,1732185.0
Alabama,AL,52423,12/14/20,A,4102.0,28913.0,297895.0,1478907.0,174805.0,1723669.0
Alabama,AL,52423,12/13/20,A,4102.0,28146.0,295631.0,1458560.0,174805.0,1696439.0
Alabama,AL,52423,12/12/20,A,4102.0,28146.0,292841.0,1458560.0,174805.0,1696439.0
Alabama,AL,52423,12/11/20,A,4086.0,28146.0,288775.0,1458560.0,174805.0,1696439.0
Alabama,AL,52423,12/10/20,A,4034.0,27618.0,284922.0,1449370.0,174805.0,1684362.0
Alabama,AL,52423,12/9/20,A,3985.0,27618.0,280187.0,1441625.0,174805.0,1673164.0
Alabama,AL,52423,12/8/20,A,3942.0,27323.0,276665.0,1435083.0,168387.0,1664090.0
Alabama,AL,52423,12/7/20,A,3892.0,27044.0,272229.0,1425784.0,168387.0,1651573.0
Alabama,AL,52423,12/6/20,A,3889.0,26331.0,269877.0,1421126.0,168387.0,1645041.0
Alabama,AL,52423,12/5/20,A,3877.0,26331.0,267589.0,1415357.0,168387.0,1637161.0
Alabama,AL,52423,12/4/20,A,3831.0,26331.0,264199.0,1407299.0,168387.0,1626368.0
Alabama,AL,52423,12/3/20,A,3776.0,26062.0,260359.0,1400010.0,168387.0,1615948.0
Alabama,AL,52423,12/2/20,A,3711.0,25821.0,256828.0,1390351.0,168387.0,1603523.0
Alabama,AL,52423,12/1/20,A,3638.0,25610.0,252900.0,1383805.0,161946.0,1593842.0
Alabama,AL,52423,11/30/20,A,3578.0,25338.0,249524.0,1376324.0,161946.0,1584347.0
Alabama,AL,52423,11/29/20,A,3577.0,24670.0,247229.0,1373770.0,161946.0,1579713.0
Alabama,AL,52423,11/28/20,A,3572.0,24670.0,244993.0,1369792.0,161946.0,1573902.0
Alabama,AL,52423,11/27/20,A,3572.0,24451.0,242874.0,1365240.0,161946.0,1567713.0
Alabama,AL,52423,11/26/20,A,3572.0,24401.0,241957.0,1361187.0,161946.0,1562942.0
Alabama,AL,52423,11/25/20,A,3532.0,24376.0,239318.0,1353961.0,161946.0,1553587.0
Alabama,AL,52423,11/24/20,A,3472.0,24160.0,236865.0,1347017.0,90702.0,1544865.0
Alabama,AL,52423,11/23/20,A,3459.0,23942.0,234080.0,1337741.0,90702.0,1533628.0
Alabama,AL,52423,11/22/20,A,3457.0,23449.0,232506.0,1330801.0,90702.0,1525386.0
Alabama,AL,52423,11/21/20,A,3457.0,23449.0,230708.0,1325091.0,90702.0,1518186.0
Alabama,AL,52423,11/20/20,A,3451.0,23449.0,228373.0,1316804.0,90702.0,1508212.0
Alabama,AL,52423,11/19/20,A,3419.0,23295.0,225910.0,1307256.0,90702.0,1496717.0
Alabama,AL,52423,11/18/20,A,3347.0,23088.0,223486.0,1294045.0,88038.0,1481668.0
Alabama,AL,52423,11/17/20,A,3301.0,22716.0,220848.0,1287672.0,88038.0,1473546.0
Alabama,AL,52423,11/16/20,A,3249.0,22716.0,219232.0,1281958.0,88038.0,1466603.0
Alabama,AL,52423,11/15/20,A,3248.0,22275.0,217822.0,1275915.0,88038.0,1459406.0
Alabama,AL,52423,11/14/20,A,3246.0,22275.0,215843.0,1271260.0,88038.0,1453155.0
Alabama,AL,52423,11/13/20,A,3231.0,22275.0,213617.0,1260600.0,88038.0,1440875.0
Alabama,AL,52423,11/12/20,A,3213.0,22190.0,210637.0,1245235.0,88038.0,1421590.0
Alabama,AL,52423,11/11/20,A,3201.0,21886.0,208637.0,1245235.0,84471.0,1421590.0
Alabama,AL,52423,11/10/20,A,3120.0,21886.0,206567.0,1231152.0,84471.0,1406139.0
Alabama,AL,52423,11/9/20,A,3084.0,21294.0,204857.0,1232975.0,84471.0,1406829.0
Alabama,AL,52423,11/8/20,A,3084.0,21294.0,203687.0,1229817.0,84471.0,1402691.0
Alabama,AL,52423,11/7/20,A,3082.0,21294.0,202482.0,1224595.0,84471.0,1396368.0
Alabama,AL,52423,11/6/20,A,3049.0,21294.0,200714.0,1217002.0,84471.0,1387448.0
Alabama,AL,52423,11/5/20,A,3026.0,21027.0,199158.0,1209841.0,84471.0,1379107.0
Alabama,AL,52423,11/4/20,A,3006.0,21027.0,197777.0,1203497.0,84471.0,1371612.0
Alabama,AL,52423,11/3/20,A,2987.0,20901.0,195929.0,1196422.0,81005.0,1363049.0
Alabama,AL,52423,11/2/20,A,2973.0,20450.0,194892.0,1190436.0,81005.0,1356420.0
Alabama,AL,52423,11/1/20,A,2973.0,20450.0,193985.0,1187341.0,81005.0,1352580.0
Alabama,AL,52423,10/31/20,A,2967.0,20450.0,192285.0,1181958.0,81005.0,1346253.0
Alabama,AL,52423,10/30/20,A,2932.0,20450.0,190496.0,1172969.0,81005.0,1335689.0
Alabama,AL,52423,10/29/20,A,2914.0,20246.0,189149.0,1165898.0,81005.0,1327435.0
Alabama,AL,52423,10/28/20,A,2911.0,20116.0,187706.0,1159926.0,74439.0,1320306.0
Alabama,AL,52423,10/27/20,A,2892.0,19974.0,186437.0,1153448.0,74439.0,1312887.0
Alabama,AL,52423,10/26/20,A,2866.0,19974.0,185322.0,1148993.0,74439.0,1307694.0
Alabama,AL,52423,10/25/20,A,2866.0,19595.0,184355.0,1144785.0,74439.0,1302666.0
Alabama,AL,52423,10/24/20,A,2866.0,19595.0,183276.0,1138922.0,74439.0,1295868.0
Alabama,AL,52423,10/23/20,A,2859.0,19595.0,180916.0,1133858.0,74439.0,1289773.0
Alabama,AL,52423,10/22/20,A,2843.0,19448.0,177064.0,1125753.0,74439.0,1280695.0
Alabama,AL,52423,10/21/20,A,2805.0,19330.0,174528.0,1120507.0,74439.0,1273523.0
Alabama,AL,52423,10/20/20,A,2805.0,19081.0,174528.0,1112559.0,74238.0,1265575.0
Alabama,AL,52423,10/19/20,A,2789.0,19081.0,173485.0,1107828.0,74238.0,1260100.0
Alabama,AL,52423,10/18/20,A,2788.0,18855.0,172626.0,1102369.0,74238.0,1253896.0
Alabama,AL,52423,10/17/20,A,2788.0,18855.0,171662.0,1098099.0,74238.0,1248795.0
Alabama,AL,52423,10/16/20,A,2786.0,18855.0,170374.0,1091458.0,74238.0,1241182.0
Alabama,AL,52423,10/15/20,A,2756.0,18635.0,169162.0,1085415.0,74238.0,1234074.0
Alabama,AL,52423,10/14/20,A,2706.0,18635.0,167977.0,1078476.0,74238.0,1226221.0
Alabama,AL,52423,10/13/20,A,2665.0,18440.0,167193.0,1074124.0,71240.0,1221207.0
Alabama,AL,52423,10/12/20,A,2665.0,18179.0,166076.0,1068387.0,71240.0,1214610.0
Alabama,AL,52423,10/11/20,A,2664.0,18179.0,165342.0,1064417.0,71240.0,1210007.0
Alabama,AL,52423,10/10/20,A,2664.0,18179.0,164526.0,1059419.0,71240.0,1204320.0
Alabama,AL,52423,10/9/20,A,2653.0,17989.0,163465.0,1052552.0,71240.0,1196452.0
Alabama,AL,52423,10/8/20,A,2637.0,17989.0,161975.0,1042046.0,71240.0,1184710.0
Alabama,AL,52423,10/7/20,A,2601.0,17915.0,161418.0,1038526.0,67948.0,1180818.0
Alabama,AL,52423,10/6/20,A,2580.0,17699.0,160477.0,1031293.0,67948.0,1172847.0
Alabama,AL,52423,10/5/20,A,2559.0,17699.0,159713.0,1026591.0,67948.0,1167513.0
Alabama,AL,52423,10/4/20,A,2558.0,17420.0,159169.0,1022073.0,67948.0,1162518.0
Alabama,AL,52423,10/3/20,A,2558.0,17420.0,158380.0,1016319.0,67948.0,1156045.0
Alabama,AL,52423,10/2/20,A,2550.0,17420.0,156698.0,1006612.0,67948.0,1145601.0
Alabama,AL,52423,10/1/20,A,2548.0,17257.0,155744.0,1000570.0,67948.0,1138732.0
Alabama,AL,52423,9/30/20,A,2540.0,17257.0,154701.0,994475.0,67948.0,1132039.0
Alabama,AL,52423,9/29/20,A,2517.0,17182.0,153554.0,983163.0,64583.0,1119712.0
Alabama,AL,52423,9/28/20,A,2501.0,17091.0,152983.0,980291.0,64583.0,1116346.0
Alabama,AL,52423,9/27/20,A,2501.0,16852.0,152321.0,975685.0,64583.0,1111239.0
Alabama,AL,52423,9/26/20,A,2501.0,16852.0,151591.0,970048.0,64583.0,1104932.0
Alabama,AL,52423,9/25/20,A,2491.0,16852.0,150658.0,963364.0,64583.0,1097595.0
Alabama,AL,52423,9/24/20,A,2506.0,16778.0,148206.0,944747.0,64583.0,1078180.0
Alabama,AL,52423,9/23/20,A,2488.0,16698.0,147153.0,938451.0,64583.0,1070903.0
Alabama,AL,52423,9/22/20,A,2457.0,16604.0,146584.0,933565.0,61232.0,1065553.0
Alabama,AL,52423,9/21/20,A,2439.0,16487.0,145780.0,928112.0,61232.0,1059517.0
Alabama,AL,52423,9/20/20,A,2437.0,16227.0,144962.0,923366.0,61232.0,1054017.0
Alabama,AL,52423,9/19/20,A,2437.0,16227.0,144164.0,918448.0,61232.0,1048422.0
Alabama,AL,52423,9/18/20,A,2428.0,16227.0,142863.0,910192.0,61232.0,1039010.0
Alabama,AL,52423,9/17/20,A,2401.0,16079.0,141757.0,903156.0,61232.0,1031253.0
Alabama,AL,52423,9/16/20,A,2392.0,15942.0,141087.0,899684.0,61232.0,1027207.0
Alabama,AL,52423,9/15/20,B,2387.0,15756.0,140160.0,892810.0,54223.0,1019623.0
Alabama,AL,52423,9/14/20,B,2355.0,15756.0,139459.0,888092.0,54223.0,1014391.0
Alabama,AL,52423,9/13/20,B,2351.0,15527.0,138755.0,884432.0,54223.0,1010227.0
Alabama,AL,52423,9/12/20,B,2350.0,15527.0,137646.0,878723.0,54223.0,1003546.0
Alabama,AL,52423,9/11/20,B,2333.0,15527.0,136703.0,874219.0,54223.0,998316.0
Alabama,AL,52423,9/10/20,B,2301.0,15339.0,135565.0,870173.0,54223.0,993440.0
Alabama,AL,52423,9/9/20,B,2285.0,15339.0,134417.0,863982.0,54223.0,986562.0
Alabama,AL,52423,9/8/20,B,2277.0,15137.0,133606.0,858789.0,51154.0,980668.0
Alabama,AL,52423,9/7/20,B,2276.0,14914.0,132973.0,855022.0,51154.0,976496.0
Alabama,AL,52423,9/6/20,B,2276.0,14914.0,132314.0,851994.0,51154.0,972809.0
Alabama,AL,52423,9/5/20,B,2275.0,14914.0,131803.0,846170.0,51154.0,966497.0
Alabama,AL,52423,9/4/20,B,2266.0,14801.0,130393.0,840020.0,51154.0,959309.0
Alabama,AL,52423,9/3/20,B,2233.0,14801.0,129285.0,836689.0,51154.0,955290.0
Alabama,AL,52423,9/2/20,B,2217.0,14753.0,128239.0,835994.0,51154.0,954214.0
Alabama,AL,52423,9/1/20,B,2200.0,14538.0,127616.0,831304.0,48028.0,949438.0
Alabama,AL,52423,8/31/20,B,2182.0,14267.0,126058.0,859229.0,48028.0,976381.0
Alabama,AL,52423,8/30/20,B,2162.0,14267.0,125235.0,855827.0,48028.0,972283.0
Alabama,AL,52423,8/29/20,B,2152.0,14267.0,123889.0,851929.0,48028.0,967213.0
Alabama,AL,52423,8/28/20,B,2107.0,14267.0,122185.0,842678.0,48028.0,956401.0
Alabama,AL,52423,8/27/20,B,2076.0,14005.0,121023.0,835786.0,48028.0,948580.0
Alabama,AL,52423,8/26/20,B,2045.0,14005.0,119254.0,824431.0,48028.0,936557.0
Alabama,AL,52423,8/25/20,B,2037.0,13793.0,117242.0,810035.0,44684.0,920989.0
Alabama,AL,52423,8/24/20,B,2024.0,13793.0,116710.0,806609.0,44684.0,916364.0
Alabama,AL,52423,8/23/20,B,2013.0,13502.0,115060.0,806609.0,44684.0,916703.0
Alabama,AL,52423,8/22/20,B,2011.0,13502.0,114532.0,801750.0,44684.0,911316.0
Alabama,AL,52423,8/21/20,B,1990.0,13330.0,112770.0,784330.0,44684.0,891813.0
Alabama,AL,52423,8/20/20,B,1974.0,13330.0,112449.0,784330.0,44684.0,891813.0
Alabama,AL,52423,8/19/20,B,1944.0,13080.0,111478.0,773868.0,41523.0,880652.0
Alabama,AL,52423,8/18/20,B,1936.0,12958.0,110361.0,757898.0,41523.0,863713.0
Alabama,AL,52423,8/17/20,B,1925.0,12958.0,109004.0,743919.0,41523.0,848514.0
Alabama,AL,52423,8/16/20,B,1898.0,12607.0,108433.0,737991.0,41523.0,842070.0
Alabama,AL,52423,8/15/20,B,1896.0,12607.0,107580.0,729437.0,41523.0,832794.0
Alabama,AL,52423,8/14/20,B,1893.0,12456.0,106309.0,718675.0,41523.0,820871.0
Alabama,AL,52423,8/13/20,B,1890.0,12456.0,105557.0,697005.0,41523.0,798501.0
Alabama,AL,52423,8/12/20,B,1882.0,12292.0,104786.0,690985.0,41523.0,791786.0
Alabama,AL,52423,8/11/20,B,1847.0,12070.0,103851.0,679838.0,37923.0,779764.0
Alabama,AL,52423,8/10/20,B,1797.0,12070.0,103020.0,677547.0,37923.0,776937.0
Alabama,AL,52423,8/9/20,B,1768.0,11537.0,101334.0,661117.0,37923.0,758852.0
Alabama,AL,52423,8/8/20,B,1735.0,11537.0,98387.0,651115.0,37923.0,745942.0
Alabama,AL,52423,8/7/20,B,1735.0,11537.0,98301.0,651115.0,37923.0,745942.0
Alabama,AL,52423,8/6/20,B,1714.0,11313.0,96592.0,643192.0,37923.0,736594.0
Alabama,AL,52423,8/5/20,B,1695.0,11100.0,94654.0,632806.0,37923.0,724582.0
Alabama,AL,52423,8/4/20,B,1666.0,11100.0,93702.0,628599.0,35401.0,719489.0
Alabama,AL,52423,8/3/20,B,1633.0,10865.0,92661.0,621390.0,35401.0,711317.0
Alabama,AL,52423,8/2/20,B,1627.0,10521.0,91444.0,614626.0,35401.0,703437.0
Alabama,AL,52423,8/1/20,B,1603.0,10521.0,89349.0,608022.0,35401.0,694802.0
Alabama,AL,52423,7/31/20,B,1580.0,10521.0,87723.0,601744.0,35401.0,687022.0
Alabama,AL,52423,7/30/20,B,1565.0,10070.0,85762.0,594346.0,35401.0,677841.0
Alabama,AL,52423,7/29/20,B,1538.0,9893.0,83782.0,584493.0,32510.0,666065.0
Alabama,AL,52423,7/28/20,B,1491.0,9893.0,82366.0,583033.0,32510.0,663342.0
Alabama,AL,52423,7/27/20,B,1491.0,9694.0,81115.0,576844.0,32510.0,655973.0
Alabama,AL,52423,7/26/20,B,1473.0,9157.0,79294.0,570392.0,32510.0,647743.0
Alabama,AL,52423,7/25/20,B,1456.0,9157.0,78130.0,563481.0,32510.0,639795.0
Alabama,AL,52423,7/24/20,B,1438.0,9157.0,76005.0,552979.0,32510.0,627344.0
Alabama,AL,52423,7/23/20,B,1397.0,8995.0,74212.0,545315.0,32510.0,618011.0
Alabama,AL,52423,7/22/20,B,1364.0,8538.0,71813.0,537675.0,29736.0,608088.0
Alabama,AL,52423,7/21/20,B,1303.0,8538.0,70358.0,530023.0,29736.0,599098.0
Alabama,AL,52423,7/20/20,B,1291.0,8368.0,68891.0,524897.0,29736.0,592608.0
Alabama,AL,52423,7/19/20,B,1287.0,7782.0,67011.0,518522.0,29736.0,584387.0
Alabama,AL,52423,7/18/20,B,1286.0,7782.0,65234.0,509261.0,29736.0,573441.0
Alabama,AL,52423,7/17/20,B,1265.0,7584.0,63091.0,500024.0,29736.0,562135.0
Alabama,AL,52423,7/16/20,B,1230.0,7584.0,61088.0,490021.0,29736.0,550179.0
Alabama,AL,52423,7/15/20,B,1211.0,7291.0,59067.0,481982.0,29736.0,540207.0
Alabama,AL,52423,7/14/20,B,1164.0,7123.0,57255.0,471834.0,25783.0,528275.0
Alabama,AL,52423,7/13/20,B,1124.0,6745.0,55545.0,464059.0,25783.0,518827.0
Alabama,AL,52423,7/12/20,B,1121.0,6745.0,53587.0,457919.0,25783.0,510827.0
Alabama,AL,52423,7/11/20,B,1114.0,6745.0,51947.0,450073.0,25783.0,501367.0
Alabama,AL,52423,7/10/20,B,1104.0,3089.0,50508.0,441708.0,25783.0,491600.0
Alabama,AL,52423,7/9/20,B,1068.0,3039.0,49174.0,421330.0,25783.0,467754.0
Alabama,AL,52423,7/8/20,B,1058.0,3006.0,46962.0,421330.0,22082.0,467754.0
Alabama,AL,52423,7/7/20,B,1033.0,2961.0,45785.0,415579.0,22082.0,460842.0
Alabama,AL,52423,7/6/20,B,1007.0,2914.0,44878.0,410217.0,22082.0,454592.0
Alabama,AL,52423,7/5/20,B,1007.0,2909.0,43953.0,405933.0,22082.0,449383.0
Alabama,AL,52423,7/4/20,B,1007.0,2906.0,42862.0,399226.0,22082.0,441585.0
Alabama,AL,52423,7/3/20,B,1006.0,2883.0,41865.0,388766.0,22082.0,430128.0
Alabama,AL,52423,7/2/20,B,985.0,2835.0,40111.0,379617.0,22082.0,419221.0
Alabama,AL,52423,7/1/20,B,972.0,2803.0,38962.0,374991.0,18866.0,413433.0
Alabama,AL,52423,6/30/20,B,950.0,2769.0,38045.0,368607.0,18866.0,406143.0
Alabama,AL,52423,6/29/20,B,929.0,2725.0,37175.0,356118.0,18866.0,392800.0
Alabama,AL,52423,6/28/20,B,919.0,2703.0,35441.0,350839.0,18866.0,385803.0
Alabama,AL,52423,6/27/20,B,919.0,2697.0,35083.0,348943.0,18866.0,384026.0
Alabama,AL,52423,6/26/20,B,907.0,2653.0,34183.0,344140.0,18866.0,377857.0
Alabama,AL,52423,6/25/20,B,896.0,2612.0,33206.0,336252.0,18866.0,369005.0
Alabama,AL,52423,6/24/20,B,891.0,2567.0,32064.0,326695.0,18866.0,358319.0
Alabama,AL,52423,6/23/20,B,864.0,2521.0,31097.0,322941.0,15974.0,353611.0
Alabama,AL,52423,6/22/20,B,841.0,2471.0,30454.0,318656.0,15974.0,348687.0
Alabama,AL,52423,6/21/20,B,839.0,2460.0,30021.0,314657.0,15974.0,344255.0
Alabama,AL,52423,6/20/20,B,838.0,2443.0,29549.0,309974.0,15974.0,339100.0
Alabama,AL,52423,6/19/20,B,822.0,2416.0,29002.0,302323.0,15974.0,330906.0
Alabama,AL,52423,6/18/20,B,810.0,2373.0,28206.0,294328.0,15974.0,322124.0
Alabama,AL,52423,6/17/20,B,790.0,2352.0,27312.0,283411.0,15974.0,310325.0
Alabama,AL,52423,6/16/20,B,785.0,2315.0,26912.0,278512.0,13508.0,305036.0
Alabama,AL,52423,6/15/20,B,774.0,2259.0,26272.0,276402.0,13508.0,302294.0
Alabama,AL,52423,6/14/20,B,773.0,2255.0,25615.0,271840.0,13508.0,297075.0
Alabama,AL,52423,6/13/20,B,773.0,2241.0,24601.0,268651.0,13508.0,292872.0
Alabama,AL,52423,6/12/20,B,769.0,2202.0,23710.0,262675.0,13508.0,286008.0
Alabama,AL,52423,6/11/20,B,755.0,2165.0,22845.0,255981.0,13508.0,278455.0
Alabama,AL,52423,6/10/20,B,744.0,2129.0,21989.0,251068.0,13508.0,272694.0
Alabama,AL,52423,6/9/20,B,729.0,2087.0,21422.0,246317.0,11395.0,267388.0
Alabama,AL,52423,6/8/20,B,718.0,2054.0,20925.0,239066.0,11395.0,259232.0
Alabama,AL,52423,6/7/20,B,692.0,2022.0,20500.0,239066.0,11395.0,259232.0
Alabama,AL,52423,6/6/20,B,689.0,1993.0,20043.0,225601.0,11395.0,245310.0
Alabama,AL,52423,6/5/20,B,676.0,1949.0,19387.0,220086.0,11395.0,239159.0
Alabama,AL,52423,6/4/20,B,653.0,1929.0,19072.0,216227.0,11395.0,235299.0
Alabama,AL,52423,6/3/20,B,653.0,1900.0,18851.0,212743.0,11395.0,231297.0
Alabama,AL,52423,6/2/20,B,651.0,1879.0,18642.0,205160.0,9355.0,223802.0
Alabama,AL,52423,6/1/20,B,646.0,1856.0,18363.0,205160.0,9355.0,223235.0
Alabama,AL,52423,5/31/20,B,631.0,1844.0,17903.0,199650.0,9355.0,221307.0
Alabama,AL,52423,5/30/20,B,618.0,1826.0,17359.0,194842.0,9355.0,212201.0
Alabama,AL,52423,5/29/20,B,605.0,1800.0,16823.0,192060.0,9355.0,208883.0
Alabama,AL,52423,5/28/20,B,590.0,1765.0,16310.0,184171.0,9355.0,200481.0
Alabama,AL,52423,5/27/20,B,581.0,1719.0,15843.0,179951.0,7951.0,195794.0
Alabama,AL,52423,5/26/20,B,575.0,1671.0,15396.0,178363.0,7951.0,193759.0
Alabama,AL,52423,5/25/20,B,562.0,1629.0,14730.0,175585.0,7951.0,190315.0
Alabama,AL,52423,5/24/20,B,551.0,1612.0,14327.0,171472.0,7951.0,185799.0
Alabama,AL,52423,5/23/20,B,546.0,1589.0,13938.0,168738.0,7951.0,182676.0
Alabama,AL,52423,5/22/20,B,537.0,1561.0,13563.0,164205.0,7951.0,177768.0
Alabama,AL,52423,5/21/20,B,529.0,1528.0,13119.0,157620.0,,170739.0
Alabama,AL,52423,5/20/20,B,517.0,1493.0,12744.0,151706.0,,164450.0
Alabama,AL,52423,5/19/20,B,504.0,1453.0,12376.0,145190.0,,157566.0
Alabama,AL,52423,5/18/20,B,489.0,1416.0,12086.0,145037.0,,157123.0
Alabama,AL,52423,5/17/20,B,488.0,1392.0,11771.0,144579.0,,156350.0
Alabama,AL,52423,5/16/20,B,485.0,1387.0,11523.0,141971.0,,153494.0
Alabama,AL,52423,5/15/20,B,476.0,1377.0,11216.0,134847.0,,146063.0
Alabama,AL,52423,5/14/20,B,467.0,1350.0,10968.0,131017.0,,136372.0
Alabama,AL,52423,5/13/20,B,449.0,1317.0,10617.0,125755.0,,133218.0
Alabama,AL,52423,5/12/20,B,429.0,1287.0,10310.0,122908.0,,133218.0
Alabama,AL,52423,5/11/20,B,401.0,1256.0,10009.0,119435.0,,129444.0
Alabama,AL,52423,5/10/20,B,393.0,1240.0,9777.0,117644.0,,127421.0
Alabama,AL,52423,5/9/20,B,388.0,1228.0,9567.0,115927.0,,125494.0
Alabama,AL,52423,5/8/20,B,375.0,1207.0,9221.0,110893.0,,120114.0
Alabama,AL,52423,5/7/20,B,349.0,1178.0,8898.0,106275.0,,115173.0
Alabama,AL,52423,5/6/20,B,340.0,1158.0,8581.0,100935.0,,109516.0
Alabama,AL,52423,5/5/20,B,313.0,1107.0,8285.0,98481.0,,106766.0
Alabama,AL,52423,5/4/20,B,296.0,1064.0,8025.0,95092.0,,103117.0
Alabama,AL,52423,5/3/20,B,290.0,1035.0,7725.0,84775.0,,92500.0
Alabama,AL,52423,5/2/20,B,288.0,1023.0,7434.0,84775.0,,92209.0
Alabama,AL,52423,5/1/20,B,279.0,1008.0,7158.0,84775.0,,91933.0
Alabama,AL,52423,4/30/20,B,269.0,978.0,7019.0,80177.0,,87196.0
Alabama,AL,52423,4/29/20,B,245.0,945.0,6842.0,73607.0,,80449.0
Alabama,AL,52423,4/28/20,B,242.0,911.0,6687.0,69140.0,,75827.0
Alabama,AL,52423,4/27/20,B,222.0,872.0,6499.0,67498.0,,73997.0
Alabama,AL,52423,4/26/20,B,216.0,845.0,6270.0,67281.0,,73551.0
Alabama,AL,52423,4/25/20,B,212.0,839.0,6137.0,65207.0,,71344.0
Alabama,AL,52423,4/24/20,B,197.0,768.0,5832.0,46863.0,,52695.0
Alabama,AL,52423,4/23/20,B,197.0,768.0,5778.0,46863.0,,52641.0
Alabama,AL,52423,4/22/20,B,194.0,730.0,5465.0,43295.0,,48760.0
Alabama,AL,52423,4/21/20,B,177.0,699.0,5231.0,43295.0,,48526.0
Alabama,AL,52423,4/20/20,B,167.0,641.0,5025.0,40875.0,,45900.0
Alabama,AL,52423,4/19/20,B,154.0,641.0,4837.0,40875.0,,45712.0
Alabama,AL,52423,4/18/20,B,146.0,620.0,4655.0,37883.0,,42538.0
Alabama,AL,52423,4/17/20,B,144.0,594.0,4530.0,33318.0,,37848.0
Alabama,AL,52423,4/16/20,B,133.0,553.0,4345.0,32046.0,,36391.0
Alabama,AL,52423,4/15/20,B,121.0,525.0,4113.0,29964.0,,34077.0
Alabama,AL,52423,4/14/20,B,110.0,493.0,3876.0,29241.0,,33117.0
Alabama,AL,52423,4/13/20,B,99.0,457.0,3734.0,25448.0,,29182.0
Alabama,AL,52423,4/12/20,B,93.0,437.0,3525.0,18058.0,,21583.0
Alabama,AL,52423,4/11/20,B,91.0,402.0,3191.0,18058.0,,21249.0
Alabama,AL,52423,4/10/20,B,80.0,368.0,2968.0,18058.0,,21026.0
Alabama,AL,52423,4/9/20,B,74.0,333.0,2769.0,18058.0,,20827.0
Alabama,AL,52423,4/8/20,B,66.0,314.0,2369.0,16753.0,,19122.0
Alabama,AL,52423,4/7/20,B,56.0,271.0,2119.0,12797.0,,14916.0
Alabama,AL,52423,4/6/20,B,50.0,240.0,1968.0,12797.0,,14765.0
Alabama,AL,52423,4/5/20,B,45.0,231.0,1796.0,11282.0,,13078.0
Alabama,AL,52423,4/4/20,B,43.0,212.0,1580.0,9273.0,,10853.0
Alabama,AL,52423,4/3/20,B,35.0,,1432.0,8187.0,,9619.0
Alabama,AL,52423,4/2/20,B,32.0,,1233.0,7503.0,,8736.0
Alabama,AL,52423,4/1/20,B,26.0,,1077.0,6697.0,,7774.0
Alabama,AL,52423,3/31/20,B,13.0,,981.0,6298.0,,7279.0
Alabama,AL,52423,3/30/20,B,6.0,,859.0,5694.0,,6553.0
Alabama,AL,52423,3/29/20,B,4.0,,806.0,4184.0,,4990.0
Alabama,AL,52423,3/28/20,B,3.0,,696.0,4184.0,,4880.0
Alabama,AL,52423,3/27/20,B,3.0,,587.0,4184.0,,4771.0
Alabama,AL,52423,3/26/20,C,1.0,,506.0,3593.0,,4099.0
Alabama,AL,52423,3/25/20,C,0.0,,283.0,2529.0,,2812.0
Alabama,AL,52423,3/24/20,C,0.0,,215.0,2106.0,,2321.0
Alabama,AL,52423,3/23/20,C,0.0,,167.0,1665.0,,1832.0
Alabama,AL,52423,3/22/20,,0.0,,138.0,1464.0,,1602.0
Alabama,AL,52423,3/21/20,,0.0,,124.0,28.0,,152.0
Alabama,AL,52423,3/20/20,,0.0,,81.0,28.0,,109.0
Alabama,AL,52423,3/19/20,,0.0,,68.0,28.0,,96.0
Alabama,AL,52423,3/18/20,,0.0,,46.0,28.0,,74.0
Alabama,AL,52423,3/17/20,,0.0,,36.0,28.0,,64.0
Alabama,AL,52423,3/16/20,,0.0,,28.0,28.0,,56.0
Alabama,AL,52423,3/15/20,,0.0,,12.0,28.0,,40.0
Alabama,AL,52423,3/14/20,,,,6.0,22.0,,28.0
Alabama,AL,52423,3/13/20,,,,1.0,11.0,,12.0
Alabama,AL,52423,3/12/20,,,,0.0,10.0,,10.0
Alabama,AL,52423,3/11/20,,,,0.0,10.0,,10.0
Alabama,AL,52423,3/10/20,,,,0.0,0.0,,0.0
Alabama,AL,52423,3/9/20,,,,0.0,,,0.0
Alabama,AL,52423,3/8/20,,,,0.0,,,0.0
Alabama,AL,52423,3/7/20,,,,0.0,,,0.0
Alaska,AK,656425,12/18/20,A,183.0,928.0,41905.0,1143017.0,7165.0,1184922.0
Alaska,AK,656425,12/17/20,A,183.0,921.0,41418.0,1134305.0,7165.0,1175723.0
Alaska,AK,656425,12/16/20,A,181.0,921.0,41041.0,1125104.0,7165.0,1166145.0
Alaska,AK,656425,12/15/20,A,179.0,908.0,40438.0,1117429.0,7165.0,1157867.0
Alaska,AK,656425,12/14/20,A,176.0,889.0,40160.0,1107400.0,7165.0,1147560.0
Alaska,AK,656425,12/13/20,A,176.0,886.0,39738.0,1103360.0,7165.0,1143098.0
Alaska,AK,656425,12/12/20,A,176.0,883.0,39101.0,1094317.0,7165.0,1133418.0
